[12  0  6  4  0  0  2  0  1  5  6  1  1  1  0  2  1  1  0  0  2  6  1  3  4  2  3  1  2  1  2  4  0  4  3  2  6]	1	4.736842105263159	[13  0  4  4  3  1  1  0  2  2  6  1  1  0  1  2  1  1  2  0  2  2  2  4  4  2  1  1  2  1  0  4  0  1  0  3  7]	12	13	16	0
[13  0  4  4  3  1  1  0  2  2  6  1  1  0  1  2  1  1  2  0  2  2  2  4  4  2  1  1  2  1  0  4  0  1  0  3  7]	1	-1.8604651162790686	[14  0  5  0  0  0  3  1  1  2  5  3  2  0  2  1  1  0  4  3  6  1  3  2  1  0  1  3  1  1  5  4  1  0  2  2  5]	13	14	47	1
[1 1 6 5 1 4 5 6 0 5 4 0 3 3 5 4 7 3 6 4 7 5 5 0 5 2 2 4 6 4 0 3 5 3 3 0 4]	2	-41.11111111111111	[4 0 6 3 0 2 9 3 1 2 5 2 1 0 4 5 2 3 5 2 4 1 5 2 2 1 0 4 3 2 2 2 5 2 3 1 2]	1	4	55	0
[4 0 6 3 0 2 9 3 1 2 5 2 1 0 4 5 2 3 5 2 4 1 5 2 2 1 0 4 3 2 2 2 5 2 3 1 2]	1	1.6129032258064502	[9 3 6 0 0 5 7 2 1 6 6 2 0 2 2 3 1 5 2 2 3 5 3 2 0 4 0 1 3 4 3 2 1 5 1 1 1]	4	9	44	0
[9 3 6 0 0 5 7 2 1 6 6 2 0 2 2 3 1 5 2 2 3 5 3 2 0 4 0 1 3 4 3 2 1 5 1 1 1]	0	-0.9708737864077666	[12  3  2  3  1  5  3  1  1  2  2  2  0  2  2  3  0  2  4  2  3  4  3  2  0  2  2  2  0  3  2  1  2  4  3  3  1]	9	12	54	0
[12  3  2  3  1  5  3  1  1  2  2  2  0  2  2  3  0  2  4  2  3  4  3  2  0  2  2  2  0  3  2  1  2  4  3  3  1]	1	0.8571428571428574	[13  2  2  3  1  0  4  1  0  4  2  2  2  0  3  3  1  1  5  2  4  1  4  3  1  1  2  2  1  0  2  1  3  2  5  4  3]	12	13	17	0
[13  2  2  3  1  0  4  1  0  4  2  2  2  0  3  3  1  1  5  2  4  1  4  3  1  1  2  2  1  0  2  1  3  2  5  4  3]	1	-1.777777777777776	[14  1  2  0  0  0  1  0  1  0  3  0  0  0  3  0  1  0  5  2  2  2  2  2  3  0  1  2  2  1  4  5  4  1  3  5  4]	13	14	49	1
[1 2 5 5 1 3 7 5 0 5 4 0 2 3 6 5 5 4 5 4 6 4 4 0 6 2 3 4 5 1 0 3 5 4 3 0 4]	1	-0.7272727272727275	[2 0 8 2 1 1 8 3 1 5 2 0 0 0 3 3 3 2 4 3 6 4 4 0 2 0 0 2 3 1 3 1 4 0 1 2 6]	1	2	57	0
[2 0 8 2 1 1 8 3 1 5 2 0 0 0 3 3 3 2 4 3 6 4 4 0 2 0 0 2 3 1 3 1 4 0 1 2 6]	2	0	[5 0 7 5 1 0 4 2 2 1 4 1 2 0 2 4 2 2 3 1 1 0 1 1 0 2 1 3 2 0 2 4 5 2 2 3 1]	2	5	56	0
[5 0 7 5 1 0 4 2 2 1 4 1 2 0 2 4 2 2 3 1 1 0 1 1 0 2 1 3 2 0 2 4 5 2 2 3 1]	0	0	[8 2 3 1 0 3 3 1 0 6 3 2 1 1 3 2 1 3 0 0 4 0 4 0 2 3 0 4 2 1 5 2 1 5 2 2 0]	5	8	40	0
[8 2 3 1 0 3 3 1 0 6 3 2 1 1 3 2 1 3 0 0 4 0 4 0 2 3 0 4 2 1 5 2 1 5 2 2 0]	2	0	[11  0  3  1  0  1  3  1  2  3  3  2  2  0  4  2  2  1  0  0  5  1  5  1  4  1  0  4  2  1  6  2  1  1  2  4  0]	8	11	14	0
[11  0  3  1  0  1  3  1  2  3  3  2  2  0  4  2  2  1  0  0  5  1  5  1  4  1  0  4  2  1  6  2  1  1  2  4  0]	0	7.358490566037734	[14  0  4  2  0  3  1  0  1  2  2  0  2  2  0  2  1  2  6  1  2  2  5  0  2  4  1  0  1  1  2  2  3  4  2  1  2]	11	14	40	1
[1 2 6 6 2 4 6 4 0 5 5 0 2 4 5 6 6 3 3 6 6 4 5 0 5 2 4 3 5 2 0 3 4 3 3 0 5]	2	12.197802197802197	[4 0 6 6 2 1 7 4 2 5 8 0 5 0 5 6 6 4 4 6 7 2 7 0 6 0 4 3 5 2 2 3 6 0 6 0 5]	1	4	18	0
[1 1 6 5 2 4 8 5 0 4 4 0 3 3 5 4 7 3 6 3 4 4 5 0 5 1 4 2 6 4 0 2 5 2 4 0 4]	1	20.357142857142858	[2 0 7 5 2 1 8 5 2 4 5 0 6 0 5 4 7 2 7 3 5 1 6 0 6 0 4 2 6 0 2 2 6 1 7 0 5]	1	2	18	0
[2 0 7 5 2 1 8 5 2 4 5 0 6 0 5 4 7 2 7 3 5 1 6 0 6 0 4 2 6 0 2 2 6 1 7 0 5]	2	0.0	[5 0 5 3 2 0 8 4 0 3 4 2 2 0 4 3 4 1 1 2 5 1 3 1 2 2 2 5 5 0 3 3 3 1 0 4 5]	2	5	56	0
[5 0 5 3 2 0 8 4 0 3 4 2 2 0 4 3 4 1 1 2 5 1 3 1 2 2 2 5 5 0 3 3 3 1 0 4 5]	1	0	[10  0  2  2  1  3  3  3  1  6  3  2  2  0  1  2  5  4  6  2  3  2  1  1  2  4  1  3  0  1  5  7  5  1  1  3  4]	5	10	48	0
[10  0  2  2  1  3  3  3  1  6  3  2  2  0  1  2  5  4  6  2  3  2  1  1  2  4  1  3  0  1  5  7  5  1  1  3  4]	0	0	[13  1  2  2  0  0  3  2  2  3  4  2  0  0  1  3  2  3  4  0  2  1  5  3  2  0  0  5  2  1  5  5  7  2  2  2  7]	10	13	58	0
[13  1  2  2  0  0  3  2  2  3  4  2  0  0  1  3  2  3  4  0  2  1  5  3 2  0  0  5  2  1  5  5  7  2  2  2  7]	1	22.23021582733813	[14  0  1  2  2  2  2  2  2  1  2  3  0  0  2  3  2  3  3  0  2  2  4  4 4  0  0  5  2  1  5  5  7  1  2  2  7]	13	14	12	1
[1 2 7 5 1 1 6 6 0 5 6 0 3 3 6 5 8 4 5 5 5 6 2 0 5 1 3 4 6 2 0 3 5 4 3 0 4]	1	-1.6923076923076907	[ 2  1 10  4  0  2  9  2  1  0  6  0  2  0  6  0  1  7  8  1  2  2  2  0  3  1  4  2  3  0  3  0  7  3  5  1  5]	1	2	47	0
[ 2  1 10  4  0  2  9  2  1  0  6  0  2  0  6  0  1  7  8  1  2  2  2  0  3  1  4  2  3  0  3  0  7  3  5  1  5]	2	0.0	[5 0 6 3 0 1 7 1 1 1 2 3 4 0 3 0 3 1 5 1 3 4 7 1 3 0 1 2 4 2 2 2 4 1 2 2 2]	2	5	56	0
[5 0 6 3 0 1 7 1 1 1 2 3 4 0 3 0 3 1 5 1 3 4 7 1 3 0 1 2 4 2 2 2 4 1 2 2 2]	1	2.500000000000001	[10  1  2  2  0  4  5  4  1  3  6  2  3  1  1  1  0  2  2  3  1 10  1  2  1  3  0  2  3  3  3  3  1  2  3  0  3]	5	10	44	0
[10  1  2  2  0  4  5  4  1  3  6  2  3  1  1  1  0  2  2  3  1 10  1  2 1  3  0  2  3  3  3  3  1  2  3  0  3]	0	3.1034482758620685	[13  3  0  3  0  2  3  2  1  4  4  1  0  2  0  3  1  2  2  3  3  3  3  1  1  2  1  5  0  3  2  3  2  5  0  1  2]	10	13	52	0
[13  3  0  3  0  2  3  2  1  4  4  1  0  2  0  3  1  2  2  3  3  3  3  1  1  2  1  5  0  3  2  3  2  5  0  1  2]	1	4.569536423841059	[14  0  0  3  2  1  1  5  5  1  2  4  2  0  3  3  2  2  0  3  5  2  2  1  3  1  0  7  1  2  0  3  4  3  1  3  2]	13	14	32	1
[1 1 8 6 2 3 6 4 0 6 5 0 3 3 5 5 8 3 4 6 6 6 6 0 5 0 4 4 5 3 0 2 5 3 3 0 5]	1	6.271186440677965	[2 0 8 4 0 1 7 5 0 4 5 0 0 0 5 5 2 2 5 6 3 2 8 0 4 0 4 2 5 0 1 4 5 1 5 0 4]	1	2	35	0
[2 0 8 4 0 1 7 5 0 4 5 0 0 0 5 5 2 2 5 6 3 2 8 0 4 0 4 2 5 0 1 4 5 1 5 0 4]	2	0.0	[5 1 5 6 1 2 8 2 3 1 8 2 0 0 2 4 2 1 3 0 1 2 6 1 1 1 1 5 6 1 3 2 5 1 3 3 4]	2	5	56	0
[5 1 5 6 1 2 8 2 3 1 8 2 0 0 2 4 2 1 3 0 1 2 6 1 1 1 1 5 6 1 3 2 5 1 3 3 4]	1	1.3043478260869557	[10  3  0  2  1  3  4  2  0  5  5  3  0  1  2  1  1  2  2  2  3  4  6  1  3  4  1  2  0  3  4  5  1  3  1  1  1]	5	10	44	0
[10  3  0  2  1  3  4  2  0  5  5  3  0  1  2  1  1  2  2  2  3  4  6  1  3  4  1  2  0  3  4  5  1  3  1  1  1]	0	0.0	[13  3  1  1  0  0  1  2  0  6  6  1  1  3  2  3  2  2  5  4  2  3  2  1  1  1  1  3  1  3  2  1  2  3  4  1  0]	10	13	55	0
[13  3  1  1  0  0  1  2  0  6  6  1  1  3  2  3  2  2  5  4  2  3  2  1  1  1  1  3  1  3  2  1  2  3  4  1  0]	1	19.34426229508197	[14  1  2  1  0  1  2  2  1  1  7  1  2  0  2  3  3  3  5  4  2  1  4  1 3  0  1  3  1  1  4  1  3  3  6  4  1]	13	14	13	1
[1 2 5 5 2 2 5 6 0 3 6 0 2 4 4 3 7 3 4 5 6 3 6 0 6 2 2 4 5 2 0 4 5 3 4 0 6]	2	-21.100917431192663	[4 0 4 3 1 1 7 2 5 1 8 1 0 0 5 3 3 5 4 2 4 3 6 2 4 0 0 4 4 1 3 3 4 2 3 1 4]	1	4	56	0
[4 0 4 3 1 1 7 2 5 1 8 1 0 0 5 3 3 5 4 2 4 3 6 2 4 0 0 4 4 1 3 3 4 2 3 1 4]	1	1.0948905109489038	[ 9  2  6  2  1  2  4  1  1  5  5  0  0  2  2  0  2 12  5  3  6  4  1  1 0  1  2  4  0  3  2  2  0  4  2  3  4]	4	9	44	0
[ 9  2  6  2  1  2  4  1  1  5  5  0  0  2  2  0  2 12  5  3  6  4  1  1  0  1  2  4  0  3  2  2  0  4  2  3  4]	0	1.3375796178343946	[12  1  1  0  1  4  3  0  0  3  2  2  2  2  1  0  1 12  5  2  9  2  4  0  2  2  0  1  0  2  1  2  0  3  2  2  1]	9	12	50	0
[12  1  1  0  1  4  3  0  0  3  2  2  2  2  1  0  1 12  5  2  9  2  4  0  2  2  0  1  0  2  1  2  0  3  2  2  1]	1	-0.7692307692307709	[13  0  1  0  1  0  3  0  3  2  2  3  2  0  2  0  1 14  5  2 10  0  4  0  3  1  0  1  1  1  2  2  0  2  2  4  4]	12	13	18	0
[13  0  1  0  1  0  3  0  3  2  2  3  2  0  2  0  1 14  5  2 10  0  4  0  3  1  0  1  1  1  2  2  0  2  2  4  4]	1	-12.448979591836737	[14  0  2  1  1  1  0  2  0  1  3  1  0  1  1  0  0 13  6  2 11  0  3  2 2  0  2  2  1  0  4  5  0  0  2  3  2]	13	14	53	1
[1 1 8 6 2 2 6 4 0 6 4 0 2 4 6 5 7 4 5 4 5 5 6 0 4 1 2 3 4 3 0 3 5 4 4 0 5]	1	-7.358490566037736	[ 2  0 11  1  1  1  6  5  2  3  2  1  1  0  3  3  4  4  5  2  3  3  6  1  2  2  0  2  8  0  2  2  6  1  3  3  3]	1	2	58	0
[ 2  0 11  1  1  1  6  5  2  3  2  1  1  0  3  3  4  4  5  2  3  3  6  1 2  2  0  2  8  0  2  2  6  1  3  3  3]	1	0.5357142857142871	[3 1 8 2 0 3 6 0 1 2 4 3 1 0 0 3 6 1 1 3 3 2 5 1 2 0 2 6 2 3 2 3 4 0 2 1 1]	2	3	55	0
[3 1 8 2 0 3 6 0 1 2 4 3 1 0 0 3 6 1 1 3 3 2 5 1 2 0 2 6 2 3 2 3 4 0 2 1 1]	2	1.0344827586206884	[6 0 0 2 0 2 4 2 3 5 7 3 0 0 4 1 4 2 7 1 3 1 1 2 3 0 1 3 2 3 7 3 3 0 1 3 0]	3	6	56	0
[6 0 0 2 0 2 4 2 3 5 7 3 0 0 4 1 4 2 7 1 3 1 1 2 3 0 1 3 2 3 7 3 3 0 1 3 0]	1	-0.46511627906976827	[11  3  1  1  1  2  3  3  0  8  1  3  0  1  1  2  1  7  8  1  3  4  0  0  2  3  1  3  2  3  3  5  1  3  2  3  4]	6	11	44	0
[11  3  1  1  1  2  3  3  0  8  1  3  0  1  1  2  1  7  8  1  3  4  0  0  2  3  1  3  2  3  3  5  1  3  2  3  4]	0	-3.225806451612905	[14  2  3  0  1  3  5  2  0  3  0  0  1  0  1  2  2  0  8  3  0  6  2  1  2  3  0  3  1  3  3  6  2  3  3  4  4]	11	14	54	1
[1 2 8 4 0 3 4 5 0 4 6 0 3 4 4 6 5 4 6 5 7 5 2 0 4 1 3 4 5 3 0 4 6 4 4 0 6]	1	18.666666666666668	[2 0 5 4 0 4 2 5 2 4 2 0 6 2 0 7 5 4 2 6 7 4 1 0 4 0 0 4 6 3 1 5 7 3 2 0 6]	1	2	17	0
[2 0 5 4 0 4 2 5 2 4 2 0 6 2 0 7 5 4 2 6 7 4 1 0 4 0 0 4 6 3 1 5 7 3 2 0 6]	2	1.607142857142858	[5 1 2 5 0 4 4 1 2 4 4 1 1 0 1 7 1 2 0 3 3 2 4 3 9 0 0 7 8 1 0 4 5 4 1 2 3]	2	5	53	0
[5 1 2 5 0 4 4 1 2 4 4 1 1 0 1 7 1 2 0 3 3 2 4 3 9 0 0 7 8 1 0 4 5 4 1 2 3]	1	3.529411764705883	[10  5  3  2  1  6  3  1  0  5  5  0  0  1  2  1  1  3  2  2  3  5  5  3  5  2  2  4  3  3  0  3  1  5  0  1  6]	5	10	40	0
[10  5  3  2  1  6  3  1  0  5  5  0  0  1  2  1  1  3  2  2  3  5  5  3  5  2  2  4  3  3  0  3  1  5  0  1  6]	0	1.636363636363637	[13  2  2  0  0  6  3  1  0  6  5  1  0  3  4  2  1  3  4  3  2  4  3  1  2  3  1  0  0  2  5  0  3  4  2  2  3]	10	13	52	0
[13  2  2  0  0  6  3  1  0  6  5  1  0  3  4  2  1  3  4  3  2  4  3  1  2  3  1  0  0  2  5  0  3  4  2  2  3]	1	14.819277108433733	[14  1  2  0  0  1  5  1  1  2  5  2  1  0  4  2  3  1  6  3  4  1  3  1  5  2  1  0  3  3  6  2  4  1  2  5  4]	13	14	18	1
[1 2 8 4 2 2 8 5 0 6 6 0 1 4 4 6 7 3 4 5 7 6 4 0 3 2 4 4 2 4 0 2 5 3 4 0 4]	1	-5.853658536585367	[2 1 9 2 1 1 6 1 4 3 6 1 0 1 4 6 2 1 4 1 2 6 4 1 5 0 3 3 7 1 2 2 8 4 4 2 2]	1	2	53	0
[2 1 9 2 1 1 6 1 4 3 6 1 0 1 4 6 2 1 4 1 2 6 4 1 5 0 3 3 7 1 2 2 8 4 4 2 2]	1	0.8108108108108092	[3 1 9 1 3 3 3 1 1 2 2 3 1 0 3 0 2 1 5 3 4 4 5 1 1 0 5 2 4 1 2 5 4 2 0 3 3]	2	3	54	0
[3 1 9 1 3 3 3 1 1 2 2 3 1 0 3 0 2 1 5 3 4 4 5 1 1 0 5 2 4 1 2 5 4 2 0 3 3]	2	0.5263157894736858	[6 0 3 1 0 1 5 2 4 2 4 1 1 0 4 5 1 1 3 2 3 2 1 1 3 0 1 4 3 1 3 6 2 1 2 4 2]	3	6	56	0
[6 0 3 1 0 1 5 2 4 2 4 1 1 0 4 5 1 1 3 2 3 2 1 1 3 0 1 4 3 1 3 6 2 1 2 4 2]	1	-0.6896551724137945	[11  2  3  2  0  1  2  2  1  4  0  0  1  4  2  3  1  2  6  3  5  3  3  2  2  0  2  2  1  2  2  4  3  3  1  4  3]	6	11	45	0
[11  2  3  2  0  1  2  2  1  4  0  0  1  4  2  3  1  2  6  3  5  3  3  2  2  0  2  2  1  2  2  4  3  3  1  4  3]	0	-2.448979591836733	[14  1  2  2  1  3  3  0  1  2  5  1  0  3  3  2  1  2  3  2  7  4  4  3  4  5  0  4  1  0  4  2  2  4  2  3  2]	11	14	55	1
[1 2 7 6 2 4 5 4 0 5 5 0 2 3 4 5 5 4 6 5 7 3 3 0 6 1 4 3 3 4 0 4 5 3 2 0 5]	2	11.818181818181818	[4 0 2 7 2 5 0 5 2 6 1 0 6 4 2 7 6 7 0 5 7 5 1 0 6 0 0 3 3 3 2 6 5 3 1 0 5]	1	4	20	0
[4 0 2 7 2 5 0 5 2 6 1 0 6 4 2 7 6 7 0 5 7 5 1 0 6 0 0 3 3 3 2 6 5 3 1 0 5]	1	-19.77900552486188	[9 2 7 3 0 3 3 3 1 3 2 2 0 0 0 4 1 2 5 3 3 7 2 1 0 1 3 2 4 0 4 2 1 2 3 2 3]	4	9	90	0
[9 2 7 3 0 3 3 3 1 3 2 2 0 0 0 4 1 2 5 3 3 7 2 1 0 1 3 2 4 0 4 2 1 2 3 2 3]	0	-0.8695652173913038	[12  2  5  2  2  4  4  3  0  0  3  1  0  1  4  3  1  3  2  0  2  3  3  2  1  2  1  2  4  3  5  3  2  1  1  2  1]	9	12	54	0
[12  2  5  2  2  4  4  3  0  0  3  1  0  1  4  3  1  3  2  0  2  3  3  2  1  2  1  2  4  3  5  3  2  1  1  2  1]	1	0.8571428571428574	[13  0  4  2  2  1  4  3  0  2  3  3  0  0  3  3  1  1  3  0  4  3  2  3  1  1  0  2  5  2  5  3  4  1  0  2  2]	12	13	17	0
[13  0  4  2  2  1  4  3  0  2  3  3  0  0  3  3  1  1  3  0  4  3  2  3  1  1  0  2  5  2  5  3  4  1  0  2  2]	1	-9.962546816479403	[14  0  3  2  1  1  4  2  2  3  1  2  0  0  2  3  1  0  7  4  5  2  1  2 2  1  1  3  2  1  6  3  2  3  2  2  2]	13	14	50	1
[1 2 5 5 2 3 5 5 0 4 4 0 1 2 5 5 6 3 4 6 6 3 6 0 5 2 4 4 4 2 0 4 4 3 1 0 5]	2	-16.324324324324326	[4 0 9 0 2 1 7 1 2 4 5 1 0 0 6 8 3 0 4 1 1 1 4 1 6 0 1 0 4 0 4 1 7 3 4 1 2]	1	4	56	0
[4 0 9 0 2 1 7 1 2 4 5 1 0 0 6 8 3 0 4 1 1 1 4 1 6 0 1 0 4 0 4 1 7 3 4 1 2]	0	0	[7 1 6 2 0 2 5 1 1 5 1 1 0 0 1 3 2 3 3 2 3 2 2 0 0 3 2 3 2 3 2 4 1 3 2 1 4]	4	7	41	0
[7 1 6 2 0 2 5 1 1 5 1 1 0 0 1 3 2 3 3 2 3 2 2 0 0 3 2 3 2 3 2 4 1 3 2 1 4]	1	0	[8 0 7 2 1 0 5 1 1 3 1 1 2 0 1 3 2 0 4 2 3 2 3 2 2 0 2 3 2 3 2 4 2 1 3 1 6]	7	8	17	0
[8 0 7 2 1 0 5 1 1 3 1 1 2 0 1 3 2 0 4 2 3 2 3 2 2 0 2 3 2 3 2 4 2 1 3 1 6]	2	-55.71428571428571	[11  1  4  0  1  0  4  2  1  2  5  3  2  0  1  1  3  0  7  0  3  0  5  0  4  0  3  2  2  2  2  1  3  2  6  3  4]	8	11	53	0
[11  1  4  0  1  0  4  2  1  2  5  3  2  0  1  1  3  0  7  0  3  0  5  0  4  0  3  2  2  2  2  1  3  2  6  3  4]	0	3.2673267326732667	[14  4  2  3  0  1  4  4  0  4  2  1  1  3  1  2  2  0  2  1  2  1  4  0  3  1  0  2  2  4  5  5  3  2  7  3  2]	11	14	45	1
[1 1 7 3 2 3 5 5 0 4 4 0 2 3 6 5 6 4 6 6 4 3 5 0 5 1 4 3 5 4 0 4 5 3 3 0 6]	1	18.0	[2 0 5 3 2 3 3 6 2 6 2 0 5 3 3 5 6 4 1 6 4 4 2 0 5 0 0 3 5 4 1 5 6 2 1 0 6]	1	2	17	0
[2 0 5 3 2 3 3 6 2 6 2 0 5 3 3 5 6 4 1 6 4 4 2 0 5 0 0 3 5 4 1 5 6 2 1 0 6]	1	3.8181818181818192	[3 1 5 4 0 0 5 1 2 2 3 0 0 0 5 5 1 3 3 2 3 3 3 1 5 0 1 7 7 0 3 3 4 2 2 4 3]	2	3	48	0
[3 1 5 4 0 0 5 1 2 2 3 0 0 0 5 5 1 3 3 2 3 3 3 1 5 0 1 7 7 0 3 3 4 2 2 4 3]	2	-0.117647058823529	[6 0 3 3 0 3 3 1 1 1 4 3 1 0 1 0 1 2 4 1 1 3 2 0 2 0 0 2 2 2 5 5 5 1 3 2 4]	3	6	57	0
[6 0 3 3 0 3 3 1 1 1 4 3 1 0 1 0 1 2 4 1 1 3 2 0 2 0 0 2 2 2 5 5 5 1 3 2 4]	1	-0.45454545454545414	[11  0  1  3  0  4  2  1  1  1  1  0  1  0  1  0  0  3  6  1  3  4  3  2 4  2  2  6  1  3  6  7  0  3  3  2  3]	6	11	45	0
[11  0  1  3  0  4  2  1  1  1  1  0  1  0  1  0  0  3  6  1  3  4  3  2  4  2  2  6  1  3  6  7  0  3  3  2  3]	0	-1.8623481781376539	[14  3  1  2  1  4  3  1  0  1  1  2  0  4  3  0  1  3  2  3  0  5  3  0  0  3  0  7  2  3  4  3  3  4  1  1  4]	11	14	54	1
[1 1 5 6 2 4 5 2 0 6 5 0 2 3 6 2 7 4 6 6 6 4 6 0 2 2 4 3 6 3 0 3 6 2 4 0 3]	1	18.65546218487395	[2 0 3 6 2 5 1 2 2 6 2 0 5 2 2 2 7 7 2 6 6 5 2 0 3 0 0 3 6 5 0 4 6 2 2 0 3]	1	2	15	0
[2 0 3 6 2 5 1 2 2 6 2 0 5 2 2 2 7 7 2 6 6 5 2 0 3 0 0 3 6 5 0 4 6 2 2 0 3]	2	1.8411552346570392	[5 0 2 3 0 1 6 1 1 3 4 0 0 0 0 4 5 6 2 1 3 5 2 1 2 1 0 2 3 2 3 2 5 1 0 3 3]	2	5	52	0
[5 0 2 3 0 1 6 1 1 3 4 0 0 0 0 4 5 6 2 1 3 5 2 1 2 1 0 2 3 2 3 2 5 1 0 3 3]	1	0.6818181818181812	[10  1  0  3  0  2  2  1  2  2  2  0  0  1  1  3  1  6  2  1  2  4  1  2  2  3  1  3  2  0  3  4  1  2  4  1  2]	5	10	43	0
[10  1  0  3  0  2  2  1  2  2  2  0  0  1  1  3  1  6  2  1  2  4  1  2  2  3  1  3  2  0  3  4  1  2  4  1  2]	0	2.903225806451614	[13  4  3  2  0  1  4  2  1  1  1  2  0  1  2  1  0  4  3  3  1  5  5  0  1  2  4  4  1  4  3  4  3  1  1  1  1]	10	13	49	0
[13  4  3  2  0  1  4  2  1  1  1  2  0  1  2  1  0  4  3  3  1  5  5  0  1  2  4  4  1  4  3  4  3  1  1  1  1]	1	19.77917981072555	[14  0  3  2  0  0  5  2  1  2  2  3  1  0  2  1  1  2  3  3  1  1  5  0  1  1  4  4  2  1  4  4  4  1  1  3  3]	13	14	12	1
[1 1 7 5 2 3 7 5 0 6 5 0 2 3 5 4 5 3 6 6 7 6 6 0 5 1 4 4 3 3 0 2 6 3 3 0 5]	1	-9.032258064516125	[ 2  0  9  4  0  2  6  1  0  3  4  1  1  0  6  4  1  1  3  2  5  1  4  0  6  0  1  1  6  1  1  0 10  1  5  2  2]	1	2	54	0
